guid,title,pubDate,category,link,description
b'BILLS-116s4647is',b'S.\xc2\xa04647\xc2\xa0(IS) - Cattle Market Transparency Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4647is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4647is/pdf/BILLS-116s4647is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4647is/xml/BILLS-116s4647is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4647is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4647is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4647is.zip"">ZIP</a>\n '"
b'BILLS-116s4636is',b'S.\xc2\xa04636\xc2\xa0(IS) - Giving Relief to American Communities in Emergencies Act',"b'Mon, 21 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4636is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4636is/pdf/BILLS-116s4636is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4636is/xml/BILLS-116s4636is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4636is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4636is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4636is.zip"">ZIP</a>\n '"
b'BILLS-116s4638is',b'S.\xc2\xa04638\xc2\xa0(IS) - Science and Transparency Over Politics Act',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4638is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4638is/pdf/BILLS-116s4638is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4638is/xml/BILLS-116s4638is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4638is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4638is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4638is.zip"">ZIP</a>\n '"
b'BILLS-116s4651is',b'S.\xc2\xa04651\xc2\xa0(IS) - National Transit Frontline Workforce Training Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4651is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4651is/pdf/BILLS-116s4651is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4651is/xml/BILLS-116s4651is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4651is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4651is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4651is.zip"">ZIP</a>\n '"
b'BILLS-116s4652is',b'S.\xc2\xa04652\xc2\xa0(IS) - Election Mail Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4652is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4652is/pdf/BILLS-116s4652is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4652is/xml/BILLS-116s4652is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4652is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4652is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4652is.zip"">ZIP</a>\n '"
b'BILLS-116s4649is',b'S.\xc2\xa04649\xc2\xa0(IS) - Protection of Women and Girls in Sports Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4649is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4649is/pdf/BILLS-116s4649is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4649is/xml/BILLS-116s4649is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4649is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4649is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4649is.zip"">ZIP</a>\n '"
b'BILLS-116s4631is',b'S.\xc2\xa04631\xc2\xa0(IS) - Hong Kong Refugee Protection Act',"b'Mon, 21 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4631is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4631is/pdf/BILLS-116s4631is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4631is/xml/BILLS-116s4631is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4631is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4631is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4631is.zip"">ZIP</a>\n '"
b'BILLS-116s4654is',b'S.\xc2\xa04654\xc2\xa0(IS) - Great Lakes Navigation Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4654is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4654is/pdf/BILLS-116s4654is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4654is/xml/BILLS-116s4654is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4654is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4654is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4654is.zip"">ZIP</a>\n '"
b'BILLS-116s4644is',b'S.\xc2\xa04644\xc2\xa0(IS) - Minority Depository Institution and Community Bank Deposit Access Act of 2020',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4644is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4644is/pdf/BILLS-116s4644is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4644is/xml/BILLS-116s4644is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4644is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4644is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4644is.zip"">ZIP</a>\n '"
b'BILLS-116hr8363ih',b'H.R.\xc2\xa08363\xc2\xa0(IH) - Protecting Our Democracy Act',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hr8363ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8363ih/pdf/BILLS-116hr8363ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8363ih/xml/BILLS-116hr8363ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8363ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8363ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8363ih.zip"">ZIP</a>\n '"
b'BILLS-116hr8348ih',b'H.R.\xc2\xa08348\xc2\xa0(IH) - New York-New Jersey Watershed Protection Act',"b'Tue, 22 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116hr8348ih',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8348ih/pdf/BILLS-116hr8348ih.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8348ih/xml/BILLS-116hr8348ih.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8348ih/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116hr8348ih/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116hr8348ih.zip"">ZIP</a>\n '"
b'BILLS-116s4663is',b'S.\xc2\xa04663\xc2\xa0(IS) - Coin Metal Modification Authorization and Cost Savings Act of 2020',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4663is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4663is/pdf/BILLS-116s4663is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4663is/xml/BILLS-116s4663is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4663is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4663is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4663is.zip"">ZIP</a>\n '"
b'BILLS-116s4689is',b'S.\xc2\xa04689\xc2\xa0(IS) - Small Business Disaster Relief Equity Act of 2020',"b'Thu, 24 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4689is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4689is/pdf/BILLS-116s4689is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4689is/xml/BILLS-116s4689is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4689is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4689is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4689is.zip"">ZIP</a>\n '"
b'BILLS-116s4673is',b'S.\xc2\xa04673\xc2\xa0(IS) - Reaffirming Property Rights Through Natural Gas Act Modernization Act',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4673is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4673is/pdf/BILLS-116s4673is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4673is/xml/BILLS-116s4673is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4673is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4673is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4673is.zip"">ZIP</a>\n '"
b'BILLS-116s4679is',b'S.\xc2\xa04679\xc2\xa0(IS) - Poverty Measurement Improvement Act',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4679is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4679is/pdf/BILLS-116s4679is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4679is/xml/BILLS-116s4679is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4679is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4679is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4679is.zip"">ZIP</a>\n '"
b'BILLS-116s4660is',b'S.\xc2\xa04660\xc2\xa0(IS) - Diversity in Defense Act of 2020',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4660is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4660is/pdf/BILLS-116s4660is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4660is/xml/BILLS-116s4660is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4660is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4660is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4660is.zip"">ZIP</a>\n '"
b'BILLS-116s4661is',b'S.\xc2\xa04661\xc2\xa0(IS) - To authorize the President to posthumously award the Medal of Honor to Alwyn C. Cashe for acts of valor during Operation Iraqi Freedom.',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4661is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4661is/pdf/BILLS-116s4661is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4661is/xml/BILLS-116s4661is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4661is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4661is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4661is.zip"">ZIP</a>\n '"
b'BILLS-116s4666is',b'S.\xc2\xa04666\xc2\xa0(IS) - National Coronavirus Commission Act of 2020',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4666is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4666is/pdf/BILLS-116s4666is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4666is/xml/BILLS-116s4666is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4666is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4666is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4666is.zip"">ZIP</a>\n '"
b'BILLS-116s4672is',b'S.\xc2\xa04672\xc2\xa0(IS) - Timely ReAuthorization of Necessary Stem-cell Programs Lends Access to Needed Therapies Act of 2020',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4672is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4672is/pdf/BILLS-116s4672is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4672is/xml/BILLS-116s4672is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4672is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4672is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4672is.zip"">ZIP</a>\n '"
b'BILLS-116s4665is',"b'S.\xc2\xa04665\xc2\xa0(IS) - To require senior officials to report payments received from the Federal Government and to improve the filing and disclosure of financial disclosures by Members of Congress, congressional staff, and very senior employees.'","b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4665is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4665is/pdf/BILLS-116s4665is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4665is/xml/BILLS-116s4665is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4665is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4665is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4665is.zip"">ZIP</a>\n '"
b'BILLS-116s4668is',b'S.\xc2\xa04668\xc2\xa0(IS) - People Over Long Lines Act (POLL Act)',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4668is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4668is/pdf/BILLS-116s4668is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4668is/xml/BILLS-116s4668is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4668is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4668is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4668is.zip"">ZIP</a>\n '"
b'BILLS-116s4676is',b'S.\xc2\xa04676\xc2\xa0(IS) - Small Business Debt Relief Extension Act of 2020',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4676is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4676is/pdf/BILLS-116s4676is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4676is/xml/BILLS-116s4676is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4676is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4676is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4676is.zip"">ZIP</a>\n '"
b'BILLS-116s4671is',b'S.\xc2\xa04671\xc2\xa0(IS) - To prohibit Federal law enforcement officers from wearing camouflage uniforms in the United States.',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4671is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4671is/pdf/BILLS-116s4671is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4671is/xml/BILLS-116s4671is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4671is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4671is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4671is.zip"">ZIP</a>\n '"
b'BILLS-116s4678is',b'S.\xc2\xa04678\xc2\xa0(IS) - PTC Elimination Act',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4678is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4678is/pdf/BILLS-116s4678is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4678is/xml/BILLS-116s4678is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4678is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4678is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4678is.zip"">ZIP</a>\n '"
b'BILLS-116s4669is',b'S.\xc2\xa04669\xc2\xa0(IS) - American Privacy Protection Act',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4669is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4669is/pdf/BILLS-116s4669is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4669is/xml/BILLS-116s4669is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4669is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4669is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4669is.zip"">ZIP</a>\n '"
b'BILLS-116s4687is',b'S.\xc2\xa04687\xc2\xa0(IS) - Made in America Shipbuilding Act of 2020',"b'Thu, 24 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4687is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4687is/pdf/BILLS-116s4687is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4687is/xml/BILLS-116s4687is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4687is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4687is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4687is.zip"">ZIP</a>\n '"
b'BILLS-116s4659is',b'S.\xc2\xa04659\xc2\xa0(IS) - Rohingya Genocide Determination Act of 2020',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4659is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4659is/pdf/BILLS-116s4659is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4659is/xml/BILLS-116s4659is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4659is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4659is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4659is.zip"">ZIP</a>\n '"
b'BILLS-116s4674is',b'S.\xc2\xa04674\xc2\xa0(IS) - Strengthening Medicaid Coverage of MAT Act',"b'Wed, 23 Sep 2020 00:00:00 +0000'",b'Bills and Statutes',b'https://www.govinfo.gov/app/details/BILLS-116s4674is',"b' <h2>Content Files</h2>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4674is/pdf/BILLS-116s4674is.pdf"">PDF</a><br/>\n <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4674is/xml/BILLS-116s4674is.xml"">XML</a><br/>\n \n \n <h2>Metadata download</h2>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4674is/mods.xml"">Descriptive Metadata (MODS)</a><br/>\n <a href=""https://www.govinfo.gov/metadata/pkg/BILLS-116s4674is/premis.xml"">Preservation Metadata (PREMIS)</a><br/>\n <h2>All Content and Metadata files, including granules</h2> <a href=""https://www.govinfo.gov/content/pkg/BILLS-116s4674is.zip"">ZIP</a>\n '"
